"Reviewed_by_Group_Name","Date","searchtext","Parcel_ID","address","address_ver","address_rev","Property_Type","Other_Please_elaborate","General_Property_Information","X_of_Stories","X_1_Minor_Defects_check_all_th.MIN_NP","X_1_Minor_Defects_check_all_th.MIN_RFSWY","X_1_Minor_Defects_check_all_th.MIN_RFTILE","X_1_Minor_Defects_check_all_th.MIN_FOUND","X_1_Minor_Defects_check_all_th.MIN_WINDDO","X_1_Minor_Defects_check_all_th.MIN_WINDPAN","X_1_Minor_Defects_check_all_th.MIN_UNFINW","X_1_Minor_Defects_check_all_th.MIN_MISSDA","X_1_Minor_Defects_check_all_th.MIN_INSUL","X_1_Minor_Defects_check_all_th.MIN_ROT","X_1_Minor_Defects_check_all_th.MIN_RAILS","X_1_Minor_Defects_check_all_th.MIN_PORCH","X_1_Minor_Defects_check_all_th.MIN_PORJUNK","X_1_Minor_Defects_check_all_th.MIN_CHIMN","X_1_Minor_Defects_check_all_th.MIN_PAINT","X_1_Minor_Defects_check_all_th.MIN_GUTTER","X_2_Major_Defects_check_all_th.MAJ_NP","X_2_Major_Defects_check_all_th.MAJ_RFSWY","X_2_Major_Defects_check_all_th.MAJ_RFTILE","X_2_Major_Defects_check_all_th.MAJ_FOUND","X_2_Major_Defects_check_all_th.MAJ_WINDDO","X_2_Major_Defects_check_all_th.MAJ_SIDING","X_2_Major_Defects_check_all_th.MAJ_ROT","X_2_Major_Defects_check_all_th.MAJ_PORCH","X_2_Major_Defects_check_all_th.MAJ_CHIMN","X_3_Yard.YARD_SATIS","X_3_Yard.YARD_MOW","X_3_Yard.YARD_OVRGR","X_3_Yard.YARD_VHINOP","X_3_Yard.YARD_VHPARK","X_3_Yard.YARD_GRCOV","X_3_Yard.YARD_MAJCL","X_4_General_Condition_Aesthetic","X_5_Comments","Attach_a_picture_of_the_proper_1","Attach_a_picture_of_the_proper_2","Attach_a_picture_of_the_proper_3","Attach_a_picture_of_the_proper_4","start","end","meta.instanceID","X_uuid","X_submission_time","X_tags","X_notes","X_version","X_duration","X_submitted_by","ParcelID"
"Katy",2016-07-09,"M0200239","M0200239000","NA","No","108 e fambrough","SF_GAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Talked to resident \ no house number",NA,NA,NA,NA,2016-07-09 10:41:14,2016-07-09 10:57:28,"uuid:9da56c75-9f31-46b2-a3f3-130e840e6e3a","9da56c75-9f31-46b2-a3f3-130e840e6e3a","2016-07-12T14:34:20",NA,NA,201606011515,974,"communitymapuga","M0200239000"
"Katy",2016-07-09,"M0200238","M0200238000","NA","No","112 e fambrough","SF_GAR",NA,"OCCUP","one","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","Good","Talk to resident",NA,NA,NA,NA,2016-07-09 11:00:31,2016-07-09 11:05:56,"uuid:d25ecebc-acf8-49c7-a27c-cfaea279aaf4","d25ecebc-acf8-49c7-a27c-cfaea279aaf4","2016-07-12T14:34:20",NA,NA,201606011515,325,"communitymapuga","M0200238000"
"Katy",2016-07-09,"M0200236","M0200236000","NA","No","118 e fambrough","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","True","False","False","True","False","Good","No house number","http://classic.ona.io/api/v1/files/2077680?filename=communitymapuga/attachments/1468077342554.jpg","http://classic.ona.io/api/v1/files/2077679?filename=communitymapuga/attachments/1468077364637.jpg",NA,NA,2016-07-09 11:06:04,2016-07-09 11:16:09,"uuid:ae0c1f2d-7c5f-4478-ba69-73f10368b080","ae0c1f2d-7c5f-4478-ba69-73f10368b080","2016-07-12T14:34:22",NA,NA,201606011515,605,"communitymapuga","M0200236000"
"Katy",2016-07-09,"M0200234","M0200234000","NA","No","124e fambrough","SF_NOGAR",NA,"OCCUP","one","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","Good","Talked to resident \ no number on house","http://classic.ona.io/api/v1/files/2077682?filename=communitymapuga/attachments/1468077977889.jpg","http://classic.ona.io/api/v1/files/2077681?filename=communitymapuga/attachments/1468077989408.jpg",NA,NA,2016-07-09 11:16:12,2016-07-09 11:26:37,"uuid:24640990-1be8-42f0-9cb3-9c95762ad791","24640990-1be8-42f0-9cb3-9c95762ad791","2016-07-12T14:34:25",NA,NA,201606011515,625,"communitymapuga","M0200234000"
"Katy",2016-07-09,"M0200258","M0200258000","NA","No","116 victory dr","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good","Meet resident \ no number on house","http://classic.ona.io/api/v1/files/2077683?filename=communitymapuga/attachments/1468079856793.jpg","http://classic.ona.io/api/v1/files/2077684?filename=communitymapuga/attachments/1468079871660.jpg",NA,NA,2016-07-09 11:26:40,2016-07-09 11:57:55,"uuid:6c14fd60-2d08-48a4-807a-75dfdcc946d7","6c14fd60-2d08-48a4-807a-75dfdcc946d7","2016-07-12T14:34:28",NA,NA,201606011515,1875,"communitymapuga","M0200258000"
"Katy",2016-07-09,"M0200256","M0200256000","NA","No","124 victory dr","SF_NOGAR",NA,"OCCUP","one","False","False","True","True","False","False","True","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","True","False","False","True","Fair",NA,"http://classic.ona.io/api/v1/files/2077685?filename=communitymapuga/attachments/1468080198647.jpg","http://classic.ona.io/api/v1/files/2077686?filename=communitymapuga/attachments/1468080207861.jpg","http://classic.ona.io/api/v1/files/2077687?filename=communitymapuga/attachments/1468080221444.jpg",NA,2016-07-09 11:57:59,2016-07-09 12:03:46,"uuid:4c7f6c8b-c519-426c-a2b9-2b5dc300264e","4c7f6c8b-c519-426c-a2b9-2b5dc300264e","2016-07-12T14:34:30",NA,NA,201606011515,347,"communitymapuga","M0200256000"
"Katy",2016-07-09,"M0200253","M0200253000","NA","No","136 victory dr","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077688?filename=communitymapuga/attachments/1468081282766.jpg",NA,NA,NA,2016-07-09 12:03:57,2016-07-09 12:21:27,"uuid:e6ca0271-5cb7-4101-9134-a2b4e667b3b1","e6ca0271-5cb7-4101-9134-a2b4e667b3b1","2016-07-12T14:34:32",NA,NA,201606011515,1050,"communitymapuga","M0200253000"
"Katy",2016-07-09,"M0200253","M0200253000","NA","No","140 e victory","SF_NOGAR",NA,"OCCUP","one","False","True","False","False","False","False","True","False","False","False","False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Fair",NA,"http://classic.ona.io/api/v1/files/2077689?filename=communitymapuga/attachments/1468081528676.jpg","http://classic.ona.io/api/v1/files/2077690?filename=communitymapuga/attachments/1468081535899.jpg",NA,NA,2016-07-09 12:21:31,2016-07-09 12:25:39,"uuid:b1bfec42-b8ad-4bfd-9420-9f57585803ae","b1bfec42-b8ad-4bfd-9420-9f57585803ae","2016-07-12T14:34:36",NA,NA,201606011515,248,"communitymapuga","M0200253000"
"Katy",2016-07-09,"253b","M0200253B00","144 VICTORY DRIVE","No","144 victory dr","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077691?filename=communitymapuga/attachments/1468081736577.jpg",NA,NA,NA,2016-07-09 12:25:42,2016-07-09 12:29:03,"uuid:530ec520-cdb4-4706-aa2c-87a88a5f14bd","530ec520-cdb4-4706-aa2c-87a88a5f14bd","2016-07-12T14:34:38",NA,NA,201606011515,201,"communitymapuga","M0200253B00"
"Katy",2016-07-09,"248","M0200248000","NA","No","149 victory dr","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","True","False","True","False","False","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair","Talked to resident \ ","http://classic.ona.io/api/v1/files/2077692?filename=communitymapuga/attachments/1468082084144.jpg",NA,NA,NA,2016-07-09 12:30:49,2016-07-09 12:34:49,"uuid:b947298a-25fe-4b37-b710-61524068cd09","b947298a-25fe-4b37-b710-61524068cd09","2016-07-12T14:34:40",NA,NA,201606011515,240,"communitymapuga","M0200248000"
"Katy",2016-07-09,"250","M0200250000","NA","No","201 atha st","SF_NOGAR",NA,"OCCUP","one","False","True","False","False","False","True","True","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","True","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077694?filename=communitymapuga/attachments/1468082410485.jpg","http://classic.ona.io/api/v1/files/2077693?filename=communitymapuga/attachments/1468082418144.jpg",NA,NA,2016-07-09 12:34:52,2016-07-09 12:40:22,"uuid:b5dc9267-c7c7-4190-b31c-7a3983a57a2c","b5dc9267-c7c7-4190-b31c-7a3983a57a2c","2016-07-12T14:34:43",NA,NA,201606011515,330,"communitymapuga","M0200250000"
"Katy",2016-07-09,"250a00","M0200250A00","207 ATHA STREET","No","207 atha st","SF_NOGAR",NA,"OCCUP","one","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","Good","No number on houdr","http://classic.ona.io/api/v1/files/2077696?filename=communitymapuga/attachments/1468082598709.jpg","http://classic.ona.io/api/v1/files/2077695?filename=communitymapuga/attachments/1468082605910.jpg",NA,NA,2016-07-09 12:40:25,2016-07-09 12:43:30,"uuid:46509634-6417-47b3-a2e5-92014e941ca4","46509634-6417-47b3-a2e5-92014e941ca4","2016-07-12T14:34:47",NA,NA,201606011515,185,"communitymapuga","M0200250A00"
"Katy",2016-07-09,"220","M0200220000","NA","No","1226 s madison","SF_NOGAR",NA,"OCCUP","one","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","True","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077699?filename=communitymapuga/attachments/1468083415761.jpg",NA,NA,NA,2016-07-09 12:43:33,2016-07-09 12:57:01,"uuid:1e58a23c-26a4-4f00-a33d-faabf74039cf","1e58a23c-26a4-4f00-a33d-faabf74039cf","2016-07-12T14:34:50",NA,NA,201606011515,808,"communitymapuga","M0200220000"
"Katy",2016-07-09,"223","M0200223000","NA","No","1220s madison","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077703?filename=communitymapuga/attachments/1468083668976.jpg",NA,NA,NA,2016-07-09 12:57:05,2016-07-09 13:01:12,"uuid:265d9422-edae-4ed7-ace6-5e756ca2932b","265d9422-edae-4ed7-ace6-5e756ca2932b","2016-07-12T14:34:53",NA,NA,201606011515,247,"communitymapuga","M0200223000"
"Ksty",2016-07-09,"225","M0200225000","NA","No","1214 s Madison ave","DUPLEX",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good","No house number","http://classic.ona.io/api/v1/files/2077704?filename=communitymapuga/attachments/1468083861076.jpg",NA,NA,NA,2016-07-09 13:01:20,2016-07-09 13:04:26,"uuid:e35f2f03-9c45-429d-bb92-4f7cfb617d95","e35f2f03-9c45-429d-bb92-4f7cfb617d95","2016-07-12T14:34:54",NA,NA,201606011515,186,"communitymapuga","M0200225000"
"Katy",2016-07-09,"228","M0200228000","NA","No","1204 s Madison ave","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good",NA,"http://classic.ona.io/api/v1/files/2077705?filename=communitymapuga/attachments/1468084014603.jpg",NA,NA,NA,2016-07-09 13:04:29,2016-07-09 13:06:59,"uuid:d38db19b-00db-4539-979a-513381e03401","d38db19b-00db-4539-979a-513381e03401","2016-07-12T14:34:57",NA,NA,201606011515,150,"communitymapuga","M0200228000"
"Katy",2016-07-09,"229","M0200229000","NA","No","1126 s Madison Ave","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","Good","No house number",NA,NA,NA,NA,2016-07-09 13:07:02,2016-07-09 13:13:37,"uuid:da5e74df-cb6e-459d-8515-93a99b27e86f","da5e74df-cb6e-459d-8515-93a99b27e86f","2016-07-12T14:34:58",NA,NA,201606011515,395,"communitymapuga","M0200229000"
"Jamie",2016-07-09,"M0130007","M0130007000","NA","No","213 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080777?filename=communitymapuga/attachments/1468073030851.jpg",NA,NA,NA,2016-07-09 10:01:21,2016-07-09 10:03:55,"uuid:50d43332-8889-4b67-94d0-a8ef25fa446b","50d43332-8889-4b67-94d0-a8ef25fa446b","2016-07-12T21:06:32",NA,NA,201606011515,154,"communitymapuga","M0130007000"
"Jamie",2016-07-09,"M0130010","M0130010000","NA","No","205 Bryant St","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080778?filename=communitymapuga/attachments/1468073342985.jpg",NA,NA,NA,2016-07-09 10:07:10,2016-07-09 10:09:07,"uuid:24bce20a-52db-4611-b95f-c8a835586e9a","24bce20a-52db-4611-b95f-c8a835586e9a","2016-07-12T21:06:38",NA,NA,201606011515,117,"communitymapuga","M0130010000"
"Jamie",2016-07-09,"M0130012","M0130012000","NA","No","201 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080779?filename=communitymapuga/attachments/1468073638145.jpg","http://classic.ona.io/api/v1/files/2080780?filename=communitymapuga/attachments/1468073651934.jpg",NA,NA,2016-07-09 10:10:10,2016-07-09 10:19:55,"uuid:40bb9877-bbae-420b-848d-d0672cce0875","40bb9877-bbae-420b-848d-d0672cce0875","2016-07-12T21:06:47",NA,NA,201606011515,585,"communitymapuga","M0130012000"
"Jamie",2016-07-09,"M0130013","M0130013000","NA","No","130 Bryant Rd","SF_GAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080781?filename=communitymapuga/attachments/1468073959836.jpg",NA,NA,NA,2016-07-09 10:17:12,2016-07-09 10:19:25,"uuid:7deaf7d0-cb28-4291-9be6-fe3d15d45595","7deaf7d0-cb28-4291-9be6-fe3d15d45595","2016-07-12T21:06:53",NA,NA,201606011515,133,"communitymapuga","M0130013000"
"Jamie",2016-07-09,"M0130014","M0130014000","NA","No","129 Bryant Rd","SF_GAR",NA,"OCCUP","two","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080782?filename=communitymapuga/attachments/1468074132833.jpg",NA,NA,NA,2016-07-09 10:20:33,2016-07-09 10:22:17,"uuid:cb5be525-fe34-456d-aeb7-3309c2c30d3c","cb5be525-fe34-456d-aeb7-3309c2c30d3c","2016-07-12T21:07:00",NA,NA,201606011515,104,"communitymapuga","M0130014000"
"Jamie",2016-07-09,"M0130015","M0130015000","NA","No","M0130015","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080783?filename=communitymapuga/attachments/1468074319524.jpg",NA,NA,NA,2016-07-09 10:22:59,2016-07-09 10:25:23,"uuid:2c1b9630-d6e6-4567-84e4-e4de7d819917","2c1b9630-d6e6-4567-84e4-e4de7d819917","2016-07-12T21:07:06",NA,NA,201606011515,144,"communitymapuga","M0130015000"
"Jamie",2016-07-09,"M0130016","M0130016000","NA","No","117 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080784?filename=communitymapuga/attachments/1468074437127.jpg",NA,NA,NA,2016-07-09 10:26:25,2016-07-09 10:27:21,"uuid:5ed47102-bf4b-4c1b-ab35-3af7e052d94e","5ed47102-bf4b-4c1b-ab35-3af7e052d94e","2016-07-12T21:07:11",NA,NA,201606011515,56,"communitymapuga","M0130016000"
"Jamie",2016-07-09,"M0130017","M0130017000","NA","No","115 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080785?filename=communitymapuga/attachments/1468074627131.jpg",NA,NA,NA,2016-07-09 10:29:31,2016-07-09 10:30:32,"uuid:45fc9369-4d66-4297-ae1d-5fefb24b95f1","45fc9369-4d66-4297-ae1d-5fefb24b95f1","2016-07-12T21:07:17",NA,NA,201606011515,61,"communitymapuga","M0130017000"
"Jamie",2016-07-09,"M0130018","M0130018000","NA","No","113 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","Good","Missing house number","http://classic.ona.io/api/v1/files/2080786?filename=communitymapuga/attachments/1468074859083.jpg","http://classic.ona.io/api/v1/files/2080787?filename=communitymapuga/attachments/1468074871760.jpg",NA,NA,2016-07-09 10:31:24,2016-07-09 10:34:35,"uuid:24b34241-b1db-4b3b-8e8f-8ff4d88bde9c","24b34241-b1db-4b3b-8e8f-8ff4d88bde9c","2016-07-12T21:07:27",NA,NA,201606011515,191,"communitymapuga","M0130018000"
"Jamie",2016-07-09,"M0130019","M0130019000","NA","No","109 Bryant Rd","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080788?filename=communitymapuga/attachments/1468075018344.jpg",NA,NA,NA,2016-07-09 10:34:52,2016-07-09 10:37:03,"uuid:933e9092-046a-4d0f-ae5e-7c1f3b676adc","933e9092-046a-4d0f-ae5e-7c1f3b676adc","2016-07-12T21:07:37",NA,NA,201606011515,131,"communitymapuga","M0130019000"
"Jamie",2016-07-09,"M0130020","M0130020000","NA","No","107 Bryant Rd","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080789?filename=communitymapuga/attachments/1468075215726.jpg",NA,NA,NA,2016-07-09 10:37:51,2016-07-09 10:40:20,"uuid:46400467-796a-402b-a3e7-486bafeb9bcf","46400467-796a-402b-a3e7-486bafeb9bcf","2016-07-12T21:07:48",NA,NA,201606011515,149,"communitymapuga","M0130020000"
"Jamie",2016-07-09,"M0130021","M0130021000","NA","No","713 E Spring St","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080790?filename=communitymapuga/attachments/1468075500545.jpg","http://classic.ona.io/api/v1/files/2080791?filename=communitymapuga/attachments/1468075508798.jpg",NA,NA,2016-07-09 10:43:31,2016-07-09 10:45:11,"uuid:543e36c5-90c2-413d-98dc-e32c078c51ce","543e36c5-90c2-413d-98dc-e32c078c51ce","2016-07-12T21:08:01",NA,NA,201606011515,100,"communitymapuga","M0130021000"
"Jamie",2016-07-09,"M0130023","M0130023000","NA","No","707 E Spring St","SF_GAR",NA,"OCCUP","one","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","Fair","Missing house numbers; could be vacant","http://classic.ona.io/api/v1/files/2080792?filename=communitymapuga/attachments/1468075743766.jpg",NA,NA,NA,2016-07-09 10:46:37,2016-07-09 10:50:14,"uuid:09348ada-3f1e-46ce-8098-03f9934fd6de","09348ada-3f1e-46ce-8098-03f9934fd6de","2016-07-12T21:08:11",NA,NA,201606011515,217,"communitymapuga","M0130023000"
"Sadie",2016-07-12,"M0110237","M0110237000","NA","No","122 oak street","DUPLEX",NA,"OCCUP","one","False","False","True","False","False","False","False","False","False","True","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","Poor",NA,"http://classic.ona.io/api/v1/files/2080795?filename=communitymapuga/attachments/1468353618057.jpg","http://classic.ona.io/api/v1/files/2080794?filename=communitymapuga/attachments/1468353626309.jpg","http://classic.ona.io/api/v1/files/2080793?filename=communitymapuga/attachments/1468353639845.jpg",NA,2016-07-12 10:23:00,2016-07-12 16:00:43,"uuid:caf8ac3d-c874-470b-bbaf-0a4fda86e685","caf8ac3d-c874-470b-bbaf-0a4fda86e685","2016-07-12T21:08:25",NA,NA,201606011515,20263,"communitymapuga","M0110237000"
"Jamie",2016-07-09,"M0130025","M0130025000","NA","No","108 glen iris dr","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080796?filename=communitymapuga/attachments/1468076263981.jpg",NA,NA,NA,2016-07-09 10:56:21,2016-07-09 10:57:47,"uuid:b18219f6-7990-48e6-b328-ea9b7fce9cd9","b18219f6-7990-48e6-b328-ea9b7fce9cd9","2016-07-12T21:08:32",NA,NA,201606011515,86,"communitymapuga","M0130025000"
"Jamie",2016-07-09,"M0130077","M0130077000","NA","Yes",NA,"VACANT",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True","True","False","False","False","False","Poor",NA,"http://classic.ona.io/api/v1/files/2080797?filename=communitymapuga/attachments/1468076405808.jpg",NA,NA,NA,2016-07-09 10:58:33,2016-07-09 11:00:09,"uuid:27f2517f-cd08-42d0-a89e-c3cc0c7d6d6a","27f2517f-cd08-42d0-a89e-c3cc0c7d6d6a","2016-07-12T21:08:43",NA,NA,201606011515,96,"communitymapuga","M0130077000"
"Jamie",2016-07-09,"M0130027","M0130027000","NA","No","118 glen iris dr","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080799?filename=communitymapuga/attachments/1468076565982.jpg","http://classic.ona.io/api/v1/files/2080798?filename=communitymapuga/attachments/1468076579379.jpg",NA,NA,2016-07-09 11:01:07,2016-07-09 11:03:03,"uuid:78167f0f-a955-4db7-8cab-950d43a614dd","78167f0f-a955-4db7-8cab-950d43a614dd","2016-07-12T21:08:57",NA,NA,201606011515,116,"communitymapuga","M0130027000"
"Jamie",2016-07-09,"M0130029","M0130029000","NA","No","124 glen iris dr","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair","Need new mailbox","http://classic.ona.io/api/v1/files/2080801?filename=communitymapuga/attachments/1468076800488.jpg","http://classic.ona.io/api/v1/files/2080800?filename=communitymapuga/attachments/1468076811710.jpg",NA,NA,2016-07-09 11:04:41,2016-07-09 11:06:55,"uuid:69e4be1a-ace9-4b1d-add5-58242d0c5d6f","69e4be1a-ace9-4b1d-add5-58242d0c5d6f","2016-07-12T21:09:12",NA,NA,201606011515,134,"communitymapuga","M0130029000"
"Jamie",2016-07-09,"M0130031","M0130031000","NA","No","132 glen iris dr","SF_GAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","Fair","Missing house numbers","http://classic.ona.io/api/v1/files/2080802?filename=communitymapuga/attachments/1468077069407.jpg","http://classic.ona.io/api/v1/files/2080804?filename=communitymapuga/attachments/1468077078788.jpg","http://classic.ona.io/api/v1/files/2080803?filename=communitymapuga/attachments/1468077086605.jpg",NA,2016-07-09 11:07:54,2016-07-09 11:11:29,"uuid:64de9147-a3ef-4899-bf04-391bb732eb76","64de9147-a3ef-4899-bf04-391bb732eb76","2016-07-12T21:09:32",NA,NA,201606011515,215,"communitymapuga","M0130031000"
"Jamie",2016-07-09,"M0130033","M0130033000","NA","No","200 glen iris dr","SF_GAR",NA,"FOR_SALE","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Good","Missing house numbers","http://classic.ona.io/api/v1/files/2080805?filename=communitymapuga/attachments/1468077501538.jpg",NA,NA,NA,2016-07-09 11:16:47,2016-07-09 11:18:25,"uuid:9cbf52d0-d492-41e2-a4e0-7b33de2c03aa","9cbf52d0-d492-41e2-a4e0-7b33de2c03aa","2016-07-12T21:09:45",NA,NA,201606011515,98,"communitymapuga","M0130033000"
"Jamie",2016-07-09,"M0130034","M0130034000","NA","No","204 glen iris dr","SF_NOGAR",NA,"OCCUP","one","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080806?filename=communitymapuga/attachments/1468077610540.jpg",NA,NA,NA,2016-07-09 11:18:43,2016-07-09 11:20:26,"uuid:4147b074-59fd-41f0-b917-02b77896dfce","4147b074-59fd-41f0-b917-02b77896dfce","2016-07-12T21:09:55",NA,NA,201606011515,103,"communitymapuga","M0130034000"
"Jamie",2016-07-09,"M0130035","M0130035000","NA","No","210 glen iris dr","SF_NOGAR",NA,"OCCUP","one","False","False","False","False","False","True","False","False","False","False","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","Fair",NA,"http://classic.ona.io/api/v1/files/2080807?filename=communitymapuga/attachments/1468077763553.jpg","http://classic.ona.io/api/v1/files/2080808?filename=communitymapuga/attachments/1468077779441.jpg",NA,NA,2016-07-09 11:20:58,2016-07-09 11:23:06,"uuid:2e98b4e7-4ab4-4262-bfec-77f8cef597cf","2e98b4e7-4ab4-4262-bfec-77f8cef597cf","2016-07-12T21:10:08",NA,NA,201606011515,128,"communitymapuga","M0130035000"
